"","id","RQ1","Q3","Q4","RQ2A2","C총액1인MIS","RDAY평균","Q7","D_BUN","D_SEX","D_AGE","체류1순위","체류2순위","D_NAT_CLUST","만족한활동","class"
"1",289,"4","2","1","12","3","2","5","1","1","2","서울일TOT","없음","유럽","4","2"
"2",306,"1","3","1","2","3","4","4","1","1","5","부산일TOT","없음","기타","14","4"
"3",324,"1","2","1","11","1","1","5","1","1","2","서울일TOT","없음","동아시아","2","2"
"4",327,"1","1","1","12","3","2","5","1","1","5","서울일TOT","없음","기타","4","1"
"5",328,"1","3","1","2","3","4","4","1","1","5","부산일TOT","없음","기타","1","4"
"6",354,"3","2","1","12","3","2","5","1","1","6","서울일TOT","없음","기타","1","2"
"7",358,"3","2","1","12","3","2","5","1","2","5","서울일TOT","없음","기타","1","2"
"8",365,"4","2","1","12","3","2","5","1","1","4","인천일TOT","부산일TOT","유럽","3","2"
"9",370,"1","3","1","3","2","3","4","1","1","2","서울일TOT","없음","기타","2","4"
"10",372,"1","3","1","3","2","3","4","1","1","2","서울일TOT","없음","기타","2","4"
"11",384,"4","3","1","12","3","2","5","1","1","3","인천일TOT","없음","오세아니아,중동","14","4"
"12",399,"1","3","1","11","5","3","4","1","1","2","세종일TOT","서울일TOT","기타","14","4"
"13",451,"1","3","1","11","4","4","5","1","1","3","서울일TOT","부산일TOT","기타","14","4"
"14",467,"2","2","1","12","5","3","5","1","2","5","인천일TOT","없음","유럽","1","2"
"15",471,"4","2","1","12","4","2","5","1","2","3","서울일TOT","인천일TOT","유럽","8","2"
"16",489,"1","3","1","12","4","2","5","1","1","2","경기일TOT","없음","북아메리카","14","4"
"17",494,"1","3","1","11","5","3","4","1","1","4","제주일TOT","없음","동아시아","1","4"
"18",507,"4","2","1","12","3","1","5","1","2","5","경기일TOT","없음","동아시아","1","2"
"19",512,"1","4","1","12","4","2","5","1","1","2","서울일TOT","부산일TOT","동아시아","1","2"
"20",522,"2","4","1","11","5","3","5","1","2","2","서울일TOT","부산일TOT","동남아시아","15","1"
"21",531,"2","3","1","3","5","5","5","1","2","2","서울일TOT","없음","동남아시아","1","4"
"22",532,"2","3","1","11","3","3","4","1","1","4","경기일TOT","없음","북아메리카","14","4"
"23",533,"2","1","1","3","5","5","5","1","2","3","서울일TOT","없음","동남아시아","1","3"
"24",541,"4","1","1","2","1","3","5","1","1","3","서울일TOT","경기일TOT","동남아시아","2","3"
"25",545,"4","2","1","12","4","3","5","1","1","2","경기일TOT","없음","오세아니아,중동","2","2"
"26",550,"4","4","1","12","4","3","5","1","1","2","서울일TOT","전남일TOT","동남아시아","15","2"
"27",551,"4","1","1","12","4","3","5","1","2","2","서울일TOT","부산일TOT","동남아시아","3","1"
"28",555,"4","1","1","12","4","3","5","1","1","2","서울일TOT","부산일TOT","동남아시아","1","1"
"29",556,"4","3","1","12","5","3","5","1","1","6","울산일TOT","없음","동남아시아","14","4"
"30",581,"2","2","1","12","5","3","5","1","1","2","서울일TOT","울산일TOT","북아메리카","2","2"
"31",599,"4","3","3","11","5","4","5","1","2","2","서울일TOT","없음","동남아시아","14","4"
"32",634,"3","3","1","12","5","3","5","1","1","4","충북일TOT","없음","동남아시아","14","4"
"33",654,"4","3","1","2","4","5","4","1","1","3","전남일TOT","없음","기타","14","4"
"34",657,"1","3","1","1","4","5","5","1","1","5","충북일TOT","없음","기타","14","4"
"35",694,"4","4","1","12","5","3","4","1","2","2","대전일TOT","없음","동아시아","2","2"
"36",699,"4","2","1","12","4","3","4","1","1","3","경북일TOT","없음","북아메리카","2","2"
"37",700,"4","4","1","12","5","3","4","1","2","2","대전일TOT","없음","동아시아","2","2"
"38",701,"4","4","1","12","5","3","5","1","2","2","대전일TOT","없음","동아시아","2","2"
"39",702,"4","4","1","12","5","3","5","1","2","3","대전일TOT","없음","동아시아","2","2"
"40",703,"4","4","1","12","5","3","5","1","2","3","대전일TOT","없음","동아시아","2","2"
"41",704,"4","4","1","12","5","3","4","1","1","3","대전일TOT","없음","동아시아","2","2"
"42",705,"4","4","1","12","5","3","4","1","2","4","대전일TOT","없음","동아시아","2","2"
"43",706,"4","4","1","12","5","3","4","1","2","3","대전일TOT","없음","동아시아","2","2"
"44",712,"1","3","1","12","2","1","4","1","1","4","경기일TOT","대구일TOT","동아시아","2","2"
"45",714,"1","3","1","12","2","1","4","1","1","3","경기일TOT","대구일TOT","동아시아","2","2"
"46",741,"1","3","1","2","3","4","5","1","1","3","경기일TOT","없음","기타","14","4"
"47",743,"1","3","1","2","3","4","5","1","1","3","경기일TOT","없음","기타","14","4"
"48",754,"2","3","1","2","2","4","4","1","1","3","경기일TOT","없음","기타","2","4"
"49",824,"3","2","1","12","4","2","5","1","1","3","인천일TOT","경남일TOT","유럽","1","2"
"50",825,"1","2","1","12","5","3","3","1","2","5","경기일TOT","없음","동아시아","1","2"
"51",832,"1","2","1","12","4","2","5","1","1","1","부산일TOT","경남일TOT","유럽","4","2"
"52",868,"3","3","2","12","5","3","4","1","1","3","서울일TOT","인천일TOT","북아메리카","14","4"
"53",877,"1","3","1","11","1","1","4","1","1","2","부산일TOT","없음","기타","2","2"
"54",883,"1","3","1","12","5","3","5","1","1","2","경북일TOT","서울일TOT","동남아시아","16","4"
"55",901,"1","3","1","11","2","3","5","1","1","3","경기일TOT","서울일TOT","유럽","1","2"
"56",902,"1","3","1","11","4","3","5","1","1","3","경기일TOT","서울일TOT","유럽","4","2"
"57",905,"4","3","1","12","4","3","4","1","1","3","전남일TOT","광주일TOT","동남아시아","14","4"
"58",946,"2","3","1","11","4","3","4","1","1","3","서울일TOT","없음","동남아시아","14","4"
"59",950,"1","3","1","2","4","5","4","1","1","5","경기일TOT","없음","북아메리카","14","4"
"60",951,"4","2","1","11","2","2","5","1","2","2","경기일TOT","없음","북아메리카","17","2"
"61",967,"1","3","2","11","5","4","4","1","1","4","서울일TOT","없음","북아메리카","2","4"
"62",997,"1","3","1","3","3","4","4","1","2","2","서울일TOT","없음","북아메리카","14","4"
"63",1001,"2","2","1","12","4","2","5","1","1","3","서울일TOT","강원일TOT","북아메리카","3","2"
"64",1052,"2","3","2","11","1","1","5","1","1","3","세종일TOT","없음","기타","1","4"
"65",1055,"1","3","2","11","1","1","5","1","1","4","세종일TOT","강원일TOT","기타","4","2"
"66",1107,"1","3","1","2","5","5","5","1","1","6","서울일TOT","부산일TOT","북아메리카","1","4"
"67",1118,"3","3","1","2","5","5","5","1","1","6","서울일TOT","부산일TOT","북아메리카","14","4"
"68",1133,"4","2","1","11","3","3","5","1","1","3","서울일TOT","경기일TOT","북아메리카","1","2"
"69",1151,"2","3","1","11","5","4","5","1","1","5","경북일TOT","서울일TOT","북아메리카","14","4"
"70",1157,"4","2","1","3","3","4","5","1","1","4","경기일TOT","없음","북아메리카","17","2"
"71",1161,"1","2","1","12","4","3","3","1","2","3","전북일TOT","없음","북아메리카","17","2"
"72",1162,"4","2","1","12","4","2","5","1","2","4","서울일TOT","없음","유럽","2","2"
"73",1165,"3","3","1","2","3","5","5","1","1","3","부산일TOT","없음","유럽","14","4"
"74",1178,"1","3","1","12","1","1","4","1","1","2","울산일TOT","없음","동남아시아","14","4"
"75",1185,"1","3","1","2","5","5","4","1","1","4","울산일TOT","서울일TOT","기타","14","4"
"76",1187,"1","3","1","2","5","5","4","1","1","4","울산일TOT","서울일TOT","기타","14","4"
"77",1190,"1","1","1","12","4","3","5","1","2","2","서울일TOT","전북일TOT","기타","4","1"
"78",1193,"4","2","1","12","5","3","5","1","2","3","서울일TOT","강원일TOT","동아시아","2","2"
"79",1197,"3","1","1","11","3","3","5","1","1","3","강원일TOT","경기일TOT","유럽","3","2"
"80",1205,"4","3","1","2","2","4","5","1","1","4","서울일TOT","없음","유럽","14","4"
"81",1206,"1","1","1","11","5","3","5","1","2","3","서울일TOT","경기일TOT","기타","7","1"
"82",1208,"1","1","1","11","5","3","5","1","2","3","서울일TOT","경기일TOT","기타","9","1"
"83",1218,"1","3","1","1","4","5","4","1","1","3","부산일TOT","없음","북아메리카","14","4"
"84",1219,"4","3","1","3","4","5","5","1","1","5","경기일TOT","없음","북아메리카","14","4"
"85",1228,"4","3","1","3","4","4","3","1","1","4","서울일TOT","경기일TOT","동남아시아","14","4"
"86",1233,"4","2","1","12","4","3","5","1","2","4","경북일TOT","대구일TOT","오세아니아,중동","17","2"
"87",1234,"4","3","1","2","3","4","4","1","1","4","부산일TOT","서울일TOT","유럽","14","4"
"88",1235,"3","3","1","2","3","4","5","1","1","3","부산일TOT","서울일TOT","유럽","14","4"
"89",1237,"4","3","1","2","3","4","5","1","1","5","부산일TOT","서울일TOT","유럽","14","4"
"90",1250,"4","3","1","2","1","3","4","1","2","2","서울일TOT","없음","동남아시아","14","4"
"91",1252,"1","3","1","2","1","3","5","1","1","3","서울일TOT","대구일TOT","동남아시아","14","4"
"92",1257,"1","3","1","11","4","3","5","1","1","3","서울일TOT","없음","북아메리카","2","4"
"93",1258,"4","3","1","12","5","3","5","1","2","2","경기일TOT","없음","북아메리카","14","4"
"94",1269,"3","2","1","12","1","1","5","1","1","3","경기일TOT","없음","유럽","17","2"
"95",1273,"2","3","1","2","3","4","4","1","1","5","서울일TOT","대구일TOT","동남아시아","14","4"
"96",1275,"1","3","1","2","5","5","4","1","2","4","대구일TOT","없음","동남아시아","1","4"
"97",1276,"1","3","1","2","5","5","4","1","1","2","대구일TOT","없음","동남아시아","1","4"
"98",1278,"1","2","1","3","3","3","5","1","1","2","서울일TOT","없음","동남아시아","17","2"
"99",1283,"1","1","1","3","3","3","5","1","1","3","서울일TOT","없음","동남아시아","1","1"
"100",1284,"3","1","1","2","2","3","4","1","1","2","서울일TOT","부산일TOT","동남아시아","3","1"
"101",1285,"1","1","1","3","3","3","5","1","1","2","서울일TOT","없음","동남아시아","2","1"
"102",1286,"2","1","1","3","2","3","5","1","2","2","서울일TOT","없음","동남아시아","11","1"
"103",1290,"4","3","1","2","3","5","4","1","1","3","서울일TOT","없음","동남아시아","2","4"
"104",1291,"3","3","1","12","4","3","5","1","1","2","서울일TOT","없음","북아메리카","14","4"
"105",1293,"4","1","1","12","3","2","5","1","2","2","서울일TOT","대구일TOT","동남아시아","6","1"
"106",1294,"4","3","1","3","4","4","4","1","1","2","서울일TOT","부산일TOT","동남아시아","2","4"
"107",1299,"4","1","1","11","4","3","5","1","2","2","서울일TOT","광주일TOT","동남아시아","1","1"
"108",1300,"4","2","1","11","1","2","4","1","2","6","경기일TOT","없음","동남아시아","2","2"
"109",1303,"2","3","1","11","4","3","5","1","2","4","서울일TOT","없음","동남아시아","14","4"
"110",1307,"3","1","1","11","3","3","4","1","1","3","서울일TOT","강원일TOT","동남아시아","13","1"
"111",1308,"3","1","1","11","3","3","4","1","2","3","서울일TOT","강원일TOT","동남아시아","13","1"
"112",1309,"3","3","1","3","4","4","5","1","1","2","서울일TOT","없음","기타","2","4"
"113",1310,"2","1","1","11","1","2","5","1","1","3","서울일TOT","강원일TOT","동남아시아","3","1"
"114",1311,"1","1","1","11","3","3","5","1","1","3","서울일TOT","강원일TOT","동남아시아","3","1"
"115",1314,"4","4","1","12","5","3","5","1","2","2","서울일TOT","전남일TOT","동남아시아","15","2"
"116",1316,"2","3","1","11","5","5","4","1","1","2","경남일TOT","부산일TOT","동남아시아","2","4"
"117",1322,"2","3","1","2","3","5","5","1","1","4","서울일TOT","없음","동남아시아","14","4"
"118",1349,"3","2","1","12","2","1","5","1","2","6","서울일TOT","없음","동아시아","1","2"
"119",1380,"4","3","1","11","5","4","5","1","1","5","서울일TOT","없음","기타","15","4"
"120",1384,"2","2","1","12","3","1","3","1","2","3","서울일TOT","강원일TOT","유럽","17","2"
"121",1387,"2","3","1","11","4","3","4","1","1","4","전남일TOT","서울일TOT","유럽","14","4"
"122",1391,"2","3","1","3","4","5","5","1","1","3","세종일TOT","없음","유럽","14","4"
"123",1421,"4","2","1","11","4","3","5","1","1","6","대전일TOT","없음","북아메리카","3","2"
"124",1440,"3","3","1","11","2","3","5","1","1","4","경북일TOT","경남일TOT","북아메리카","14","4"
"125",1452,"3","1","1","3","2","3","5","1","1","3","강원일TOT","서울일TOT","동남아시아","13","2"
"126",1455,"1","3","1","2","2","3","5","1","1","5","서울일TOT","경기일TOT","동남아시아","14","4"
"127",1457,"3","3","1","2","1","3","5","1","1","3","서울일TOT","없음","유럽","14","4"
"128",1461,"1","3","1","3","2","3","5","1","2","2","서울일TOT","없음","유럽","14","4"
"129",1463,"4","3","1","12","4","3","5","1","1","5","충북일TOT","서울일TOT","기타","14","4"
"130",1465,"3","3","1","2","1","3","5","1","1","5","서울일TOT","없음","유럽","14","4"
"131",1466,"4","2","1","12","3","2","5","1","2","6","경기일TOT","제주일TOT","유럽","5","2"
"132",1468,"1","3","1","2","2","3","5","1","1","3","서울일TOT","없음","유럽","14","4"
"133",1470,"1","3","1","3","2","3","5","1","1","3","서울일TOT","없음","유럽","14","4"
"134",1482,"3","2","1","12","4","3","5","1","2","3","대구일TOT","서울일TOT","북아메리카","11","2"
"135",1500,"4","1","1","2","5","5","5","1","2","4","서울일TOT","강원일TOT","동남아시아","2","3"
"136",1505,"1","3","1","3","3","3","5","1","2","2","서울일TOT","전북일TOT","동남아시아","14","4"
"137",1506,"2","3","1","3","3","3","4","1","2","4","서울일TOT","전북일TOT","동남아시아","14","4"
"138",1507,"2","3","1","3","4","4","5","1","1","4","경남일TOT","없음","북아메리카","14","4"
"139",1508,"4","3","1","3","1","1","5","1","1","4","서울일TOT","전북일TOT","동남아시아","14","4"
"140",1509,"1","3","1","3","4","5","4","1","1","3","서울일TOT","전북일TOT","동남아시아","14","4"
"141",1510,"3","3","1","3","4","4","5","1","1","5","서울일TOT","전북일TOT","동남아시아","14","4"
"142",1530,"1","2","1","12","4","2","4","1","2","6","경기일TOT","인천일TOT","북아메리카","13","2"
"143",1538,"1","3","1","2","4","5","5","1","1","2","서울일TOT","없음","북아메리카","6","4"
"144",1548,"4","2","1","11","4","3","5","1","2","1","경기일TOT","없음","북아메리카","1","2"
"145",1552,"4","2","1","12","4","2","5","1","2","4","서울일TOT","강원일TOT","북아메리카","17","2"
"146",1555,"4","2","1","12","2","1","5","1","1","3","서울일TOT","강원일TOT","북아메리카","5","2"
"147",1565,"4","2","1","12","4","2","5","1","1","5","서울일TOT","강원일TOT","북아메리카","1","2"
"148",1566,"1","2","1","12","4","3","5","1","2","4","경기일TOT","없음","북아메리카","2","2"
"149",1567,"1","2","1","11","3","2","5","1","1","5","경기일TOT","없음","북아메리카","1","2"
"150",1580,"1","3","1","2","1","3","5","1","1","3","서울일TOT","없음","기타","14","4"
"151",1662,"4","1","1","11","1","1","5","1","2","3","서울일TOT","없음","유럽","12","2"
"152",1686,"4","2","1","11","5","4","4","1","2","2","서울일TOT","없음","북아메리카","11","2"
"153",1690,"1","2","1","12","5","3","5","1","1","2","서울일TOT","없음","북아메리카","4","2"
"154",1729,"2","4","1","12","5","3","5","1","2","2","서울일TOT","없음","동아시아","1","2"
"155",1751,"3","3","1","11","3","2","4","1","1","2","경기일TOT","광주일TOT","동아시아","14","4"
"156",1765,"1","1","1","11","2","1","5","1","1","2","서울일TOT","없음","북아메리카","2","1"
"157",1766,"1","1","1","11","2","2","5","1","2","3","서울일TOT","없음","북아메리카","2","1"
"158",1794,"4","3","1","12","5","3","4","1","2","3","서울일TOT","없음","동남아시아","1","4"
"159",1799,"2","2","1","12","5","3","5","1","1","3","서울일TOT","경남일TOT","북아메리카","3","2"
"160",1802,"4","3","1","11","3","3","4","1","1","2","광주일TOT","없음","동아시아","14","4"
"161",1804,"4","3","1","11","3","3","4","1","1","3","광주일TOT","없음","동아시아","14","4"
"162",1812,"4","1","1","11","4","3","5","1","1","3","서울일TOT","없음","동남아시아","3","1"
"163",1840,"4","1","1","2","4","5","5","1","2","5","서울일TOT","없음","동남아시아","7","3"
"164",1851,"2","2","1","11","5","3","5","1","2","3","서울일TOT","없음","기타","3","1"
"165",1852,"4","1","1","3","4","4","5","1","2","2","서울일TOT","없음","동남아시아","1","3"
"166",1862,"3","1","1","3","2","3","5","1","2","2","서울일TOT","없음","동남아시아","2","3"
"167",1874,"4","1","1","3","3","3","5","1","2","3","서울일TOT","없음","동남아시아","1","3"
"168",1883,"4","1","1","3","3","3","4","1","1","3","서울일TOT","경기일TOT","동남아시아","1","3"
"169",1900,"4","1","1","12","4","2","5","1","2","2","서울일TOT","없음","동아시아","2","2"
"170",1906,"1","1","1","12","3","1","4","1","2","2","서울일TOT","없음","동남아시아","2","1"
"171",1923,"2","1","1","12","2","1","5","1","2","2","서울일TOT","제주일TOT","동남아시아","3","1"
"172",1928,"3","3","1","11","4","3","5","1","1","2","경기일TOT","없음","북아메리카","14","4"
"173",1931,"3","3","1","3","5","5","5","1","1","4","제주일TOT","경북일TOT","북아메리카","4","4"
"174",1939,"4","3","1","11","5","3","5","1","1","5","울산일TOT","인천일TOT","북아메리카","14","4"
"175",1940,"2","3","1","12","5","3","5","1","1","3","울산일TOT","서울일TOT","북아메리카","3","2"
"176",1943,"1","3","1","11","5","3","4","1","1","3","울산일TOT","인천일TOT","북아메리카","14","4"
"177",1948,"4","2","1","12","5","3","5","1","2","1","서울일TOT","강원일TOT","오세아니아,중동","13","2"
"178",1958,"4","2","1","12","5","3","5","1","2","5","서울일TOT","강원일TOT","오세아니아,중동","1","2"
"179",1959,"4","2","1","11","4","4","5","1","1","4","울산일TOT","없음","북아메리카","2","2"
"180",1960,"4","2","1","12","5","3","5","1","1","4","서울일TOT","강원일TOT","오세아니아,중동","1","2"
"181",1994,"2","3","1","11","5","3","5","1","1","2","울산일TOT","서울일TOT","기타","14","4"
"182",2002,"4","3","1","11","4","3","4","1","1","5","경기일TOT","인천일TOT","기타","14","4"
"183",2003,"4","3","1","12","4","2","5","1","2","3","인천일TOT","없음","기타","14","4"
"184",2011,"4","3","1","11","4","4","4","1","1","5","경남일TOT","없음","기타","14","4"
"185",2086,"4","4","1","12","4","2","4","1","1","4","대전일TOT","없음","동아시아","15","2"
"186",2118,"4","2","1","11","2","2","4","1","2","3","인천일TOT","서울일TOT","동남아시아","2","2"
"187",2124,"4","2","1","11","3","3","5","1","2","2","서울일TOT","없음","동남아시아","3","1"
"188",2150,"4","1","1","2","2","4","5","1","2","4","서울일TOT","없음","동남아시아","2","3"
"189",2155,"4","3","1","11","5","4","4","1","1","4","서울일TOT","없음","동남아시아","4","4"
"190",2157,"2","2","1","3","3","3","5","1","2","3","충남일TOT","제주일TOT","동남아시아","17","2"
"191",2158,"4","3","1","11","5","3","4","1","1","3","서울일TOT","없음","동남아시아","1","4"
"192",2159,"4","3","1","1","4","5","4","1","1","3","서울일TOT","없음","북아메리카","1","4"
"193",2163,"4","2","1","12","3","2","5","1","1","3","서울일TOT","없음","북아메리카","4","2"
"194",2164,"4","1","1","11","4","3","5","1","2","2","서울일TOT","부산일TOT","동남아시아","3","1"
"195",2168,"4","1","1","11","4","4","5","1","2","2","서울일TOT","부산일TOT","동남아시아","2","1"
"196",2178,"2","1","1","11","4","3","5","1","2","2","서울일TOT","부산일TOT","동남아시아","6","1"
"197",2183,"2","1","1","2","5","5","4","1","2","2","서울일TOT","없음","동남아시아","3","3"
"198",2186,"4","2","1","11","2","2","5","1","1","2","충남일TOT","제주일TOT","동남아시아","3","2"
"199",2196,"4","3","1","11","3","3","3","1","1","5","경기일TOT","없음","동아시아","14","4"
"200",2205,"4","2","1","11","1","1","4","1","1","3","제주일TOT","서울일TOT","유럽","3","2"
"201",2207,"4","1","1","11","4","3","5","1","2","2","서울일TOT","부산일TOT","동남아시아","3","1"
"202",2211,"1","2","1","11","3","3","4","1","1","3","부산일TOT","없음","유럽","2","2"
"203",2213,"4","2","1","12","2","1","5","1","1","3","서울일TOT","없음","유럽","2","2"
"204",2214,"1","3","1","11","4","3","5","1","2","5","대전일TOT","서울일TOT","유럽","15","2"
"205",2216,"4","2","1","12","2","1","5","1","1","6","부산일TOT","없음","유럽","3","2"
"206",2217,"4","2","1","12","2","1","3","1","1","6","부산일TOT","없음","유럽","1","2"
"207",2239,"1","3","2","11","1","1","5","1","1","5","부산일TOT","없음","기타","14","4"
"208",2246,"1","3","1","12","3","1","5","1","1","3","충북일TOT","서울일TOT","기타","14","4"
"209",2273,"3","3","1","2","4","5","5","1","1","5","인천일TOT","없음","유럽","14","4"
"210",2276,"2","2","1","12","2","1","5","1","1","3","경기일TOT","없음","북아메리카","17","2"
"211",2301,"1","3","1","11","5","3","5","1","1","2","경남일TOT","없음","북아메리카","14","4"
"212",2319,"4","2","1","11","5","3","4","1","2","3","서울일TOT","경기일TOT","북아메리카","17","2"
"213",2320,"1","2","1","12","2","1","5","1","2","5","울산일TOT","없음","오세아니아,중동","2","2"
"214",2354,"4","3","1","3","4","4","5","1","1","4","부산일TOT","없음","북아메리카","14","4"
"215",2361,"1","3","1","12","2","1","4","1","2","5","경기일TOT","서울일TOT","오세아니아,중동","14","4"
"216",2379,"4","3","1","12","3","2","5","1","1","4","서울일TOT","없음","북아메리카","2","2"
"217",2413,"1","3","1","11","4","4","5","1","1","2","인천일TOT","전북일TOT","기타","14","4"
"218",2420,"1","3","1","11","5","4","5","1","1","2","서울일TOT","없음","기타","14","4"
"219",2461,"1","4","1","12","5","3","5","1","2","1","서울일TOT","없음","동아시아","2","2"
"220",2472,"4","3","1","12","5","3","4","1","2","3","대전일TOT","없음","동아시아","1","2"
"221",2474,"3","4","1","12","4","2","4","1","1","4","대전일TOT","없음","동아시아","1","2"
"222",2476,"1","4","1","12","5","3","5","1","1","2","서울일TOT","경기일TOT","동아시아","3","2"
"223",2496,"2","3","1","11","2","2","5","1","1","2","전남일TOT","인천일TOT","동아시아","2","2"
"224",2497,"2","3","1","11","2","2","5","1","1","2","전남일TOT","인천일TOT","동아시아","2","2"
"225",2499,"4","2","1","11","5","3","5","1","2","3","경기일TOT","없음","동남아시아","1","2"
"226",2504,"2","3","1","11","2","1","4","1","1","2","전북일TOT","인천일TOT","동아시아","2","2"
"227",2506,"1","3","1","11","2","1","4","1","1","3","전북일TOT","인천일TOT","동아시아","1","2"
"228",2508,"1","2","1","12","4","3","5","1","2","2","서울일TOT","경기일TOT","북아메리카","4","1"
"229",2512,"2","3","1","3","5","5","4","1","1","4","전북일TOT","없음","북아메리카","14","4"
"230",2513,"2","3","1","3","5","5","5","1","1","3","경남일TOT","없음","북아메리카","14","4"
"231",2571,"1","3","1","12","2","1","5","1","1","1","전남일TOT","없음","동아시아","14","2"
"232",2577,"3","3","1","2","4","5","5","1","1","5","서울일TOT","없음","동남아시아","1","4"
"233",2578,"1","3","1","2","4","5","5","1","1","4","서울일TOT","없음","동남아시아","1","4"
"234",2581,"4","3","1","11","5","4","3","1","1","4","서울일TOT","없음","동남아시아","1","4"
"235",2640,"1","4","1","12","3","1","5","1","2","2","서울일TOT","경기일TOT","기타","11","2"
"236",2660,"4","3","1","12","1","1","3","1","1","3","서울일TOT","대구일TOT","동아시아","2","2"
"237",2737,"2","3","1","11","4","3","5","1","1","4","경기일TOT","없음","북아메리카","14","4"
"238",2740,"1","3","2","2","5","5","5","1","1","3","경북일TOT","서울일TOT","북아메리카","14","4"
"239",2742,"1","3","1","11","1","2","5","1","1","2","인천일TOT","없음","동아시아","14","4"
"240",2752,"4","3","2","2","5","5","5","1","1","5","충북일TOT","서울일TOT","북아메리카","14","4"
"241",2763,"2","2","1","12","4","2","5","1","1","3","서울일TOT","강원일TOT","북아메리카","3","2"
"242",2772,"1","3","1","12","4","2","4","1","2","2","충북일TOT","서울일TOT","동남아시아","14","4"
"243",2773,"4","3","1","12","4","2","4","1","2","3","충북일TOT","서울일TOT","동남아시아","2","2"
"244",2774,"1","3","1","12","4","2","5","1","1","4","충북일TOT","서울일TOT","동남아시아","2","2"
"245",2775,"1","3","1","12","4","2","5","1","2","3","충북일TOT","서울일TOT","동남아시아","2","2"
"246",2776,"4","3","1","12","4","2","5","1","1","4","충북일TOT","서울일TOT","동남아시아","2","2"
"247",2778,"1","3","1","12","5","2","4","1","1","4","충북일TOT","서울일TOT","동남아시아","2","2"
"248",2781,"3","2","1","12","4","2","5","1","1","2","경기일TOT","없음","기타","13","2"
"249",2791,"1","3","2","11","5","4","5","1","1","4","서울일TOT","없음","기타","4","4"
"250",2826,"4","1","1","11","3","3","5","1","1","3","경기일TOT","울산일TOT","기타","1","2"
"251",2842,"1","3","1","11","4","3","4","1","1","5","경기일TOT","서울일TOT","북아메리카","14","4"
"252",2846,"4","2","1","11","5","3","5","1","1","4","서울일TOT","경기일TOT","북아메리카","1","2"
"253",2851,"4","3","1","2","5","5","4","1","2","4","서울일TOT","없음","북아메리카","14","4"
"254",2854,"1","3","1","12","4","3","5","1","1","4","서울일TOT","경기일TOT","북아메리카","4","4"
"255",2867,"2","3","1","11","4","3","3","1","1","3","경기일TOT","없음","북아메리카","14","4"
"256",2868,"3","3","1","12","5","3","3","1","1","4","경기일TOT","없음","북아메리카","14","4"
"257",2892,"1","2","1","12","4","3","5","1","2","5","서울일TOT","제주일TOT","유럽","1","1"
"258",2898,"1","3","2","3","2","3","4","1","1","4","충남일TOT","없음","기타","14","4"
"259",2900,"1","3","2","3","2","3","5","1","1","3","충남일TOT","없음","기타","14","4"
"260",2916,"1","2","1","12","4","2","5","1","2","2","서울일TOT","제주일TOT","유럽","12","1"
"261",2993,"1","3","1","3","2","3","4","1","1","3","경남일TOT","서울일TOT","오세아니아,중동","14","4"
"262",3010,"4","3","1","2","4","5","5","1","1","4","서울일TOT","없음","동남아시아","14","4"
"263",3015,"4","1","1","3","4","4","5","1","2","2","서울일TOT","없음","동남아시아","2","3"
"264",3016,"2","3","1","12","2","1","1","1","1","3","충북일TOT","서울일TOT","기타","14","4"
"265",3018,"2","3","2","11","4","4","4","1","2","3","광주일TOT","없음","유럽","14","4"
"266",3019,"1","3","1","11","2","2","5","1","1","3","경기일TOT","서울일TOT","유럽","15","2"
"267",3020,"4","3","1","11","5","5","4","1","1","3","서울일TOT","없음","기타","14","4"
"268",3033,"4","3","1","11","5","4","4","1","1","4","경남일TOT","없음","기타","14","4"
"269",3036,"2","2","1","11","3","2","5","1","1","3","경기일TOT","서울일TOT","유럽","1","2"
"270",3041,"2","4","1","12","4","3","5","1","2","2","서울일TOT","부산일TOT","기타","6","1"
"271",3043,"1","3","1","3","3","4","5","1","1","3","서울일TOT","없음","북아메리카","14","4"
"272",3073,"4","2","1","11","2","2","4","1","1","3","경기일TOT","없음","동아시아","17","2"
"273",3076,"1","2","1","12","2","1","5","1","2","1","전남일TOT","없음","동남아시아","2","2"
"274",3079,"2","2","1","11","3","2","4","1","2","5","경남일TOT","서울일TOT","북아메리카","3","2"
"275",3080,"1","2","1","12","3","1","5","1","1","1","전남일TOT","없음","동남아시아","2","2"
"276",3081,"4","3","1","11","4","4","5","1","1","4","전북일TOT","서울일TOT","북아메리카","14","4"
"277",3082,"3","2","1","11","4","3","4","1","2","2","서울일TOT","경기일TOT","북아메리카","2","1"
"278",3117,"4","3","1","3","2","3","4","1","1","2","서울일TOT","없음","유럽","14","4"
"279",3125,"4","3","1","11","4","3","5","1","1","2","서울일TOT","강원일TOT","동남아시아","14","4"
"280",3130,"4","1","1","2","2","3","5","1","2","3","서울일TOT","강원일TOT","동남아시아","11","3"
"281",3146,"1","2","1","12","3","1","5","1","2","6","충북일TOT","없음","북아메리카","1","2"
"282",3153,"3","3","1","11","2","2","5","1","1","6","서울일TOT","없음","북아메리카","14","4"
"283",3164,"1","3","1","11","3","2","3","1","2","2","대전일TOT","서울일TOT","북아메리카","5","2"
"284",3180,"1","4","1","12","4","2","4","1","2","2","서울일TOT","없음","기타","2","2"
"285",3182,"4","3","1","11","4","4","5","1","1","4","경기일TOT","서울일TOT","기타","14","4"
